"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT5G57620",0,7.00287511913534,0.878,0.048,0,"endodermis","AT5G57620"
"AT4G11290",0,8.2053135596848,0.907,0.088,0,"endodermis","AT4G11290"
"AT2G14900",0,5.54533884056915,0.935,0.123,0,"endodermis","AT2G14900"
"AT4G17280",0,6.57126662682797,0.872,0.066,0,"endodermis","AT4G17280"
"AT1G02900",0,5.02250477648538,0.862,0.118,0,"endodermis","AT1G02900"
"AT3G22240",0,5.88136868163047,0.732,0.019,0,"endodermis","AT3G22240"
"AT2G40160",0,7.91112496879209,0.72,0.009,0,"endodermis","AT2G40160"
"AT1G61590",0,8.08023394784989,0.695,0.013,0,"endodermis","AT1G61590"
"AT4G22110",0,6.82171242520703,0.687,0.024,0,"endodermis","AT4G22110"
"AT1G14580",0,6.82587350462032,0.673,0.014,0,"endodermis","AT1G14580"
"AT5G03545",0,5.96044141449334,0.679,0.022,0,"endodermis","AT5G03545"
"AT5G078301",0,5.23159066807027,0.693,0.041,0,"endodermis","AT5G07830"
"AT5G23920",0,6.75978549743351,0.656,0.019,0,"endodermis","AT5G23920"
"AT5G41040",0,8.23203187988377,0.642,0.014,0,"endodermis","AT5G41040"
"AT2G48130",0,8.07424632960375,0.626,0.009,0,"endodermis","AT2G48130"
"AT1G16390",0,8.94313499113061,0.616,0.011,0,"endodermis","AT1G16390"
"AT5G65790",0,5.48539028322198,0.657,0.053,0,"endodermis","AT5G65790"
"AT5G15290",0,8.71893874408484,0.632,0.032,0,"endodermis","AT5G15290"
"AT2G22000",0,5.66939031233928,0.634,0.04,0,"endodermis","AT2G22000"
"AT4G16270",0,8.40331961716849,0.591,0.007,0,"endodermis","AT4G16270"
"AT2G28670",0,7.84277910974408,0.693,0.114,0,"endodermis","AT2G28670"
"AT5G159001",0,7.06964088858735,0.585,0.008,0,"endodermis","AT5G15900"
"AT5G26310",0,6.12461473017822,0.567,0.017,0,"endodermis","AT5G26310"
"AT2G16750",0,7.24856088040409,0.549,0.007,0,"endodermis","AT2G16750"
"AT1G61795",0,5.72021017484869,0.551,0.037,0,"endodermis","AT1G61795"
"AT5G45210",0,5.06600441331417,0.551,0.037,0,"endodermis","AT5G45210"
"AT5G63595",0,5.52772711555332,0.518,0.009,0,"endodermis","AT5G63595"
"AT3G45070",0,5.09136748974039,0.555,0.051,0,"endodermis","AT3G45070"
"AT4G05100",0,5.99997348755683,0.504,0.012,0,"endodermis","AT4G05100"
"AT5G53320",0,5.03327321148129,0.498,0.026,0,"endodermis","AT5G53320"
"AT2G27370",0,9.00140143661168,0.476,0.019,0,"endodermis","AT2G27370"
"AT5G46600",0,7.2220737470776,0.457,0.006,0,"endodermis","AT5G46600"
"AT1G01120",0,5.48727230816961,0.472,0.028,0,"endodermis","AT1G01120"
"AT1G09090",0,6.31582706803451,0.425,0.006,0,"endodermis","AT1G09090"
"AT2G23130",0,5.95694203545766,0.427,0.011,0,"endodermis","AT2G23130"
"AT1G226501",0,5.32891081284462,0.425,0.02,0,"endodermis","AT1G22650"
"AT4G20140",0,5.93558596232275,0.411,0.008,0,"endodermis","AT4G20140"
"AT5G42655",0,6.87793957726155,0.396,0.012,0,"endodermis","AT5G42655"
"AT4G05170",0,8.61521688908612,0.378,0.006,0,"endodermis","AT4G05170"
"AT5G28010",0,5.51290840084177,0.376,0.011,0,"endodermis","AT5G28010"
"AT3G10910",0,6.18337677201086,0.348,0.015,0,"endodermis","AT3G10910"
"AT2G31730",0,5.41896862599973,0.35,0.018,0,"endodermis","AT2G31730"
"AT1G44970",0,9.2263196244438,0.339,0.013,0,"endodermis","AT1G44970"
"AT3G45260",0,5.0571821499605,0.337,0.012,0,"endodermis","AT3G45260"
"AT3G45080",0,5.6149099050597,0.333,0.012,0,"endodermis","AT3G45080"
"AT2G23000",0,5.52507308067005,0.327,0.007,0,"endodermis","AT2G23000"
"AT2G39430",0,8.70790936420169,0.335,0.022,0,"endodermis","AT2G39430"
"AT3G24020",0,8.92021390609465,0.307,0.017,0,"endodermis","AT3G24020"
"AT2G15300",0,8.80690556298134,0.28,0.004,0,"endodermis","AT2G15300"
"AT1G68570",0,8.37455347840033,0.274,0.001,0,"endodermis","AT1G68570"
"AT2G39360",0,5.07428151600037,0.283,0.01,0,"endodermis","AT2G39360"
"AT2G30210",0,8.93333732662607,0.278,0.009,0,"endodermis","AT2G30210"
"AT1G02205",0,7.29717094708797,0.264,0.004,0,"endodermis","AT1G02205"
"AT5G06200",0,8.52634460718859,0.262,0.011,0,"endodermis","AT5G06200"
"AT2G48140",0,8.61872885698281,0.246,0.002,0,"endodermis","AT2G48140"
"AT4G21340",0,9.044404876708,0.25,0.006,0,"endodermis","AT4G21340"
"AT1G43020",0,9.08904879176284,0.244,0.006,0,"endodermis","AT1G43020"
"AT2G37530",0,5.7105958592201,0.242,0.009,0,"endodermis","AT2G37530"
"AT5G475301",0,6.6020345869684,0.236,0.007,0,"endodermis","AT5G47530"
"AT3G32030",0,5.56797440741864,0.23,0.007,0,"endodermis","AT3G32030"
"AT5G43540",0,7.78909783289882,0.217,0.001,0,"endodermis","AT5G43540"
"AT2G29710",0,5.40054868693327,0.215,0.005,0,"endodermis","AT2G29710"
"AT3G24463",0,8.65851372308867,0.211,0.002,0,"endodermis","AT3G24463"
"AT1G54540",0,7.71314897966552,0.209,0.002,0,"endodermis","AT1G54540"
"AT1G28815",0,8.33824294606408,0.201,0.003,0,"endodermis","AT1G28815"
"AT3G52790",0,8.49288885907998,0.199,0.003,0,"endodermis","AT3G52790"
"AT2G44230",0,6.26129750089707,0.199,0.003,0,"endodermis","AT2G44230"
"AT3G59880",0,7.68925724651978,0.193,0.002,0,"endodermis","AT3G59880"
"AT1G08670",0,8.16860889854852,0.187,0.003,0,"endodermis","AT1G08670"
"AT5G51680",0,8.76634463318692,0.185,0.002,0,"endodermis","AT5G51680"
"AT5G16770",0,8.06993996881514,0.171,0.002,0,"endodermis","AT5G16770"
"AT2G21100",0,8.40926313268798,0.171,0.002,0,"endodermis","AT2G21100"
"AT1G43140",0,8.92510594833566,0.146,0,0,"endodermis","AT1G43140"
"AT5G42180",1.07070534341407e-307,8.89326471507254,0.358,0.027,2.32075383185e-303,"endodermis","AT5G42180"
"AT2G36100",5.93582244073625e-303,8.60966121372154,0.461,0.051,1.28658951402958e-298,"endodermis","AT2G36100"
"AT5G06839",1.88575264443366e-289,5.71718248215112,0.244,0.01,4.08736885680995e-285,"endodermis","AT5G06839"
"AT4G13580",3.32054874494726e-279,8.51079123193003,0.285,0.017,7.1972894046732e-275,"endodermis","AT4G13580"
"AT5G66390",1.42630554304539e-276,8.71074511659069,0.339,0.027,3.09151726455089e-272,"endodermis","AT5G66390"
"AT4G19920",4.69233633111258e-270,10.3041641505089,0.116,0,1.01706389976865e-265,"endodermis","AT4G19920"
"AT2G44480",9.46039189454102e-270,8.44092228801605,0.132,0.001,2.05053994314177e-265,"endodermis","AT2G44480"
"AT1G70340",9.36459705784667e-267,6.44761694059005,0.23,0.01,2.02977641228826e-262,"endodermis","AT1G70340"
"AT3G55230",8.66948295156385e-266,8.50950592506302,0.264,0.015,1.87911042975146e-261,"endodermis","AT3G55230"
"AT1G71740",1.27499224090598e-263,8.79413856267652,0.25,0.013,2.76354568216371e-259,"endodermis","AT1G71740"
"AT5G65530",1.62416491303369e-261,8.58686684565454,0.217,0.009,3.52037744900053e-257,"endodermis","AT5G65530"
"AT2G47810",1.79399101180807e-245,8.04549493723654,0.136,0.002,3.88847551809399e-241,"endodermis","AT2G47810"
"AT2G29410",1.55714188948383e-244,5.69717534345778,0.152,0.003,3.37510504545621e-240,"endodermis","AT2G29410"
"AT5G537101",2.62467449742328e-233,7.04112974467514,0.132,0.002,5.68898197316497e-229,"endodermis","AT5G53710"
"AT2G38390",3.21279433536173e-228,8.79601724683861,0.104,0,6.96373172189654e-224,"endodermis","AT2G38390"
"AT1G30750",3.19732518459534e-227,8.58595545905615,0.323,0.031,6.93020233761039e-223,"endodermis","AT1G30750"
"AT3G44753",3.71258903660978e-220,5.4571757690149,0.15,0.004,8.0470367368517e-216,"endodermis","AT3G44753"
"AT2G40113",3.68591691927451e-202,8.52931897406511,0.254,0.02,7.98922492252749e-198,"endodermis","AT2G40113"
"AT4G35420",1.92751833272627e-196,7.3756551928799,0.106,0.001,4.17789598618419e-192,"endodermis","AT4G35420"
"AT4G17215",2.76489395821711e-195,7.28404176400773,0.289,0.029,5.99290765443558e-191,"endodermis","AT4G17215"
"AT5G52670",1.78430357700382e-192,7.42969503259279,0.1,0.001,3.86747800315578e-188,"endodermis","AT5G52670"
"AT3G21530",5.18396706681557e-192,6.09807354150158,0.112,0.002,1.12362486173228e-187,"endodermis","AT3G21530"
"AT4G02830",1.21819375369398e-189,6.63602568046384,0.179,0.009,2.64043496113171e-185,"endodermis","AT4G02830"
"AT4G02090",2.39083014149347e-188,8.03113251961496,0.244,0.02,5.1821243316871e-184,"endodermis","AT4G02090"
"AT1G61240",3.99367400780138e-187,5.25188075957619,0.406,0.063,8.6562884119095e-183,"endodermis","AT1G61240"
"AT2G450401",1.21926170126313e-183,5.94701881643858,0.138,0.005,2.64274973748784e-179,"endodermis","AT2G45040"
"AT1G53270",7.64503717648339e-176,8.11151907256654,0.079,0,1.65706180800277e-171,"endodermis","AT1G53270"
"AT2G38380",1.58366888054352e-175,6.04294657774537,0.094,0.001,3.43260229857807e-171,"endodermis","AT2G38380"
"AT3G11550",6.33982892795083e-173,8.46864284225821,0.303,0.037,1.37415792013334e-168,"endodermis","AT3G11550"
"AT1G74080",2.23615455084714e-164,5.07770970384925,0.134,0.005,4.84686498896117e-160,"endodermis","AT1G74080"
"AT5G41050",1.87402455866475e-163,7.37722761269866,0.079,0.001,4.06194823090585e-159,"endodermis","AT5G41050"
"AT1G07740",2.77662520988128e-163,6.8477602245692,0.163,0.009,6.01833514241767e-159,"endodermis","AT1G07740"
"AT1G33320",8.85486572847223e-162,8.044404876708,0.073,0,1.91929214664635e-157,"endodermis","AT1G33320"
"AT2G32800",2.5834468362138e-152,5.0370253463424,0.14,0.007,5.5996210174934e-148,"endodermis","AT2G32800"
"AT1G60690",2.0653248279419e-148,5.21275704134845,0.175,0.013,4.47659156456406e-144,"endodermis","AT1G60690"
"AT1G44542",7.82591044083066e-148,5.38238931781443,0.089,0.002,1.69626608805005e-143,"endodermis","AT1G44542"
"AT5G51760",3.86458751831185e-124,9.82201245537155,0.051,0,8.37649344594094e-120,"endodermis","AT5G51760"
"AT5G14090",5.21999110517814e-124,8.51715787384313,0.055,0,1.13143307204736e-119,"endodermis","AT5G14090"
"AT2G22620",3.60686603981199e-116,5.43935812994351,0.203,0.024,7.81788214129249e-112,"endodermis","AT2G22620"
"AT1G039201",8.3401973085784e-104,5.81569285892028,0.144,0.013,1.80773776663437e-99,"endodermis","AT1G03920"
"AT5G44700",6.36627191225269e-96,7.75162312748015,0.043,0,1.37988943698077e-91,"endodermis","AT5G44700"
"AT2G15340",1.83368128467039e-93,5.14851328004874,0.075,0.003,3.97450418452308e-89,"endodermis","AT2G15340"
"AT3G32047",2.59241786499109e-92,5.70271352699921,0.057,0.001,5.61906572236818e-88,"endodermis","AT3G32047"
"AT3G45290",8.47508268733722e-92,7.5996200340351,0.043,0,1.83697417248034e-87,"endodermis","AT3G45290"
"AT2G22980",2.07275745343016e-90,5.90001496737282,0.069,0.002,4.49270178030986e-86,"endodermis","AT2G22980"
"AT3G32040",2.197549472449e-83,6.82201245537155,0.041,0,4.7631884815332e-79,"endodermis","AT3G32040"
"AT1G14160",2.50397594272685e-73,8.53123305905485,0.035,0,5.42736785586044e-69,"endodermis","AT1G14160"
"AT5G54230",9.90617929463984e-71,7.67762254603638,0.055,0.002,2.14716436211318e-66,"endodermis","AT5G54230"
"AT1G04220",3.65790491105229e-70,6.80473446393971,0.043,0.001,7.92850889470585e-66,"endodermis","AT1G04220"
"AT3G50440",1.03894075979534e-69,6.65208745392924,0.035,0,2.25190409685639e-65,"endodermis","AT3G50440"
"AT4G17785",5.14024425594783e-65,7.77364943381015,0.037,0.001,1.11414794247669e-60,"endodermis","AT4G17785"
"AT4G38340",2.54478634259711e-63,7.54517225001273,0.03,0,5.51582439757923e-59,"endodermis","AT4G38340"
"AT3G50808",2.59815267725429e-63,6.93219537312197,0.03,0,5.63149592794868e-59,"endodermis","AT3G50808"
"AT5G52790",1.74700708945467e-58,6.70867098229561,0.069,0.005,3.78663786639299e-54,"endodermis","AT5G52790"
"AT5G15720",3.04289527414897e-58,9.01465753331395,0.024,0,6.5954755067179e-54,"endodermis","AT5G15720"
"AT3G59620",1.58645759334608e-57,5.965747932833,0.031,0,3.43864683357763e-53,"endodermis","AT3G59620"
"AT4G36610",1.01097174806444e-54,7.73712355778504,0.031,0.001,2.19128126392968e-50,"endodermis","AT4G36610"
"AT5G12420",8.90483739344518e-50,6.45884137825231,0.049,0.003,1.93012350502924e-45,"endodermis","AT5G12420"
"AT5G067201",1.34508524718219e-47,5.24683097544298,0.047,0.003,2.91547227326739e-43,"endodermis","AT5G06720"
"AT3G08660",1.5873994105609e-47,5.05772625520583,0.031,0.001,3.44068822239076e-43,"endodermis","AT3G08660"
"AT3G10195",2.90982037663676e-47,6.42969503259279,0.026,0,6.30703566636018e-43,"endodermis","AT3G10195"
"AT2G28210",3.14254089027485e-47,5.02030409645509,0.059,0.005,6.81145737967074e-43,"endodermis","AT2G28210"
"AT5G07475",3.91860531157078e-46,8.84923392410657,0.028,0.001,8.49357701282966e-42,"endodermis","AT5G07475"
"AT4G27570",1.58292546745499e-45,5.188686933089,0.031,0.001,3.43099095070869e-41,"endodermis","AT4G27570"
"AT5G15140",3.7080538975519e-44,7.13013475073388,0.02,0,8.03720682294375e-40,"endodermis","AT5G15140"
"AT1G53940",7.54840071958879e-43,6.48032110566276,0.024,0,1.63611585597087e-38,"endodermis","AT1G53940"
"AT1G29510",1.28774335697783e-41,5.84473253187164,0.03,0.001,2.79118372624944e-37,"endodermis","AT1G29510"
"AT5G58780",1.34276383773783e-39,5.188686933089,0.026,0.001,2.91044061829674e-35,"endodermis","AT5G58780"
"AT1G34670",1.70463146929941e-39,8.28767602772036,0.018,0,3.69478870970647e-35,"endodermis","AT1G34670"
"AT2G16910",1.71371357123965e-39,7.01465753331395,0.018,0,3.71447416566194e-35,"endodermis","AT2G16910"
"AT1G22250",1.74974480926239e-38,6.70271352699921,0.022,0,3.79257187407622e-34,"endodermis","AT1G22250"
"AT4G28485",1.77239286016377e-38,6.2370499546504,0.022,0,3.84166152440497e-34,"endodermis","AT4G28485"
"AT5G52690",1.02841486709817e-37,5.63132889376244,0.024,0.001,2.22908922443529e-33,"endodermis","AT5G52690"
"AT3G02940",1.03008825248656e-35,7.42969503259279,0.018,0,2.23271628726462e-31,"endodermis","AT3G02940"
"AT1G03700",1.4442653342691e-35,6.56719855634272,0.024,0.001,3.13044511202828e-31,"endodermis","AT1G03700"
"AT5G55370",1.31575507414935e-33,5.52923070614371,0.022,0.001,2.85189912321873e-29,"endodermis","AT5G55370"
"AT5G14345",1.32570342700515e-33,5.42969503259279,0.022,0.001,2.87346217803366e-29,"endodermis","AT5G14345"
"AT4G32580",1.48790643460245e-32,6.33658562820131,0.018,0,3.22503719700082e-28,"endodermis","AT4G32580"
"AT1G35180",1.44507965267786e-31,5.01465753331395,0.022,0.001,3.13221014717926e-27,"endodermis","AT1G35180"
"AT5G38320",5.6580206448082e-30,7.75162312748015,0.012,0,1.22637597476218e-25,"endodermis","AT5G38320"
"AT2G36560",5.65802626718102e-30,8.01465753331395,0.012,0,1.22637719341149e-25,"endodermis","AT2G36560"
"AT1G78470",5.65802814130641e-30,8.13013475073388,0.012,0,1.22637759962816e-25,"endodermis","AT1G78470"
"AT2G44240",5.65803001543242e-30,7.2370499546504,0.012,0,1.22637800584498e-25,"endodermis","AT2G44240"
"AT5G66660",1.45998706683788e-29,5.32277982867628,0.02,0.001,3.16452196737109e-25,"endodermis","AT5G66660"
"AT5G10230",1.3095870585318e-27,7.03635260441327,0.018,0,2.83852994936769e-23,"endodermis","AT5G10230"
"AT2G17780",1.35600299820353e-27,5.30416415050893,0.018,0,2.93913649860614e-23,"endodermis","AT2G17780"
"AT5G45850",2.98879910214505e-25,7.2370499546504,0.01,0,6.47822205389939e-21,"endodermis","AT5G45850"
"AT1G26560",2.98880405855445e-25,7.01465753331395,0.01,0,6.47823279691677e-21,"endodermis","AT1G26560"
"AT2G27120",7.01828847527612e-24,5.88912665123009,0.014,0,1.5212140270161e-19,"endodermis","AT2G27120"
"AT2G21140",2.11356856796131e-23,5.37722761269865,0.026,0.002,4.58115987105615e-19,"endodermis","AT2G21140"
"AT5G231901",2.34297600248919e-22,6.8626544398689,0.018,0.001,5.07840048539531e-18,"endodermis","AT5G23190"
"AT5G08250",3.01931191353788e-22,8.09266004531522,0.012,0,6.54435857259335e-18,"endodermis","AT5G08250"
"AT3G06390",7.89154324948177e-19,8.70767977989255,0.016,0.001,1.71049199932517e-14,"endodermis","AT3G06390"
"AT2G28700",4.70888697693051e-18,5.65208745392924,0.014,0.001,1.02065125224969e-13,"endodermis","AT2G28700"
"AT4G25040",7.11284519294861e-18,5.84473253187164,0.01,0,1.54170919557161e-13,"endodermis","AT4G25040"
"AT3G14640",1.34207491653068e-17,5.42969503259279,0.012,0,2.90894738158026e-13,"endodermis","AT3G14640"
"AT4G28110",1.11224058317887e-16,7.69978419596054,0.014,0.001,2.4107814640402e-12,"endodermis","AT4G28110"
"AT2G26620",1.13472767306465e-16,5.42969503259279,0.014,0.001,2.45952223136764e-12,"endodermis","AT2G26620"
"AT5G09530",1.4634383690806e-16,9.48989966679871,0.016,0.001,3.1720026649822e-12,"endodermis","AT5G09530"
"AT2G34610",1.36919238367482e-15,5.99447965137632,0.016,0.001,2.96772449161518e-11,"endodermis","AT2G34610"
"AT1G23965",9.04466319018847e-14,5.42969503259279,0.01,0,1.96043074647335e-09,"endodermis","AT1G23965"
"AT1G23520",9.0835312271151e-14,5.27769193914774,0.01,0,1.9688553934772e-09,"endodermis","AT1G23520"
"AT1G29500",2.74984829872114e-12,5.05772625520583,0.012,0.001,5.96029618747807e-08,"endodermis","AT1G29500"
"AT3G11430",2.09066714077758e-11,6.1555200691538,0.012,0.001,4.53152102763541e-07,"endodermis","AT3G11430"
"AT5G095201",2.84712699590513e-11,7.99816941052538,0.014,0.001,6.17114776362436e-07,"endodermis","AT5G09520"
"AT3G55090",7.39498015719645e-09,5.07878787073366,0.018,0.003,0.000160286194907233,"endodermis","AT3G55090"
"AT2G01520",1.25181213321138e-08,6.39727355490041,0.01,0.001,0.000271330279873566,"endodermis","AT2G01520"
"AT4G38080",2.63349341329867e-08,7.92818677081838,0.018,0.003,0.000570809697332487,"endodermis","AT4G38080"
"AT5G06090",5.1754281783104e-08,6.37722761269866,0.01,0.001,0.00112177405764878,"endodermis","AT5G06090"
"AT3G50400",9.35465666413877e-07,5.32781541857358,0.012,0.002,0.0202762183195208,"endodermis","AT3G50400"
"AT5G13580",1.53101358755222e-05,5.6276344102047,0.01,0.001,0.331847195101945,"endodermis","AT5G13580"
"AT4G146501",0,5.23158680862627,0.723,0.066,0,"procambium","AT4G14650"
"AT4G328601",0,5.240501163433,0.592,0.032,0,"procambium","AT4G32860"
"AT2G37925",1.32974699598633e-232,6.47976970877056,0.139,0.004,2.88222661380037e-228,"procambium","AT2G37925"
"AT3G264901",1.61121747069619e-222,5.11780632519714,0.144,0.006,3.492313867734e-218,"procambium","AT3G26490"
"AT2G41300",7.31537715934252e-192,5.06376598623491,0.177,0.015,1.58560799928749e-187,"procambium","AT2G41300"
"AT1G08160",1.72186377044974e-176,6.652312593332,0.145,0.01,3.7321397224498e-172,"procambium","AT1G08160"
"AT3G17730",1.35465522427846e-167,6.0641623850917,0.133,0.009,2.93621519862357e-163,"procambium","AT3G17730"
"AT5G50290",3.58795701708896e-163,5.44778655494076,0.121,0.007,7.77689683454032e-159,"procambium","AT5G50290"
"AT1G70920",7.55993824275341e-162,5.26145733820841,0.091,0.002,1.6386166141168e-157,"procambium","AT1G70920"
"AT5G62940",1.31915886585116e-156,5.2904973432957,0.127,0.009,2.85927684173238e-152,"procambium","AT5G62940"
"AT1G60030",2.43072855762465e-154,5.76746324514039,0.126,0.009,5.26860414865142e-150,"procambium","AT1G60030"
"AT5G02140",5.60888394905652e-152,5.94421100911441,0.098,0.004,1.215725595958e-147,"procambium","AT5G02140"
"AT1G29520",2.6876807579187e-149,6.69797796653166,0.128,0.01,5.82554804278878e-145,"procambium","AT1G29520"
"AT1G11915",5.85477997701905e-147,5.48432807697509,0.098,0.004,1.26902356001888e-142,"procambium","AT1G11915"
"AT4G17905",1.49880367015588e-146,5.30899044601126,0.104,0.005,3.24865695506286e-142,"procambium","AT4G17905"
"AT1G14730",1.45798300779154e-138,6.14087590154578,0.153,0.017,3.16017816938816e-134,"procambium","AT1G14730"
"AT1G69588",1.25665249574003e-129,5.1399093277894,0.114,0.009,2.72379428451651e-125,"procambium","AT1G69588"
"AT5G22870",4.43953589591448e-117,7.3841179887395,0.067,0.002,9.62269405439465e-113,"procambium","AT5G22870"
"AT1G75720",1.15023326829548e-112,6.14376981603893,0.087,0.005,2.49313060903045e-108,"procambium","AT1G75720"
"AT5G48060",8.81736142966009e-112,5.79948948386216,0.066,0.002,1.91116308987882e-107,"procambium","AT5G48060"
"AT3G01680",2.35170257731045e-107,7.1968601343672,0.063,0.002,5.09731533632041e-103,"procambium","AT3G01680"
"AT5G46530",2.94615476479242e-96,7.44662080566974,0.065,0.003,6.38579045268757e-92,"procambium","AT5G46530"
"AT5G18970",2.23949772232464e-94,5.4447752688908,0.167,0.032,4.85411131313866e-90,"procambium","AT5G18970"
"AT1G32770",6.64597762128545e-87,6.16406191615801,0.046,0.001,1.44051564941362e-82,"procambium","AT1G32770"
"AT3G20570",1.76370597967719e-86,7.00145000529379,0.058,0.003,3.8228327109503e-82,"procambium","AT3G20570"
"AT1G16022",2.04587795178903e-86,6.54489831576192,0.064,0.004,4.43444046050272e-82,"procambium","AT1G16022"
"AT2G45900",1.39098683831329e-80,5.66883129281546,0.053,0.002,3.01496397204406e-76,"procambium","AT2G45900"
"AT5G67460",1.97023806298141e-79,5.01437673554173,0.132,0.024,4.27049100151221e-75,"procambium","AT5G67460"
"AT1G284501",4.97142186306268e-79,5.24184758914051,0.047,0.001,1.07755568881883e-74,"procambium","AT1G28450"
"AT3G28917",3.40147956155352e-72,5.23244889113826,0.045,0.002,7.37270694966725e-68,"procambium","AT3G28917"
"AT1G76770",8.49866353212389e-71,6.2849163110324,0.039,0.001,1.84208532058785e-66,"procambium","AT1G76770"
"AT1G33430",2.60257017658817e-59,8.32931043039085,0.025,0,5.64107085775487e-55,"procambium","AT1G33430"
"AT5G08141",1.39827037156852e-54,5.7443479296697,0.027,0,3.03075103037476e-50,"procambium","AT5G08141"
"AT1G63310",6.29434330605839e-54,5.80768405014621,0.038,0.002,1.36429891158816e-49,"procambium","AT1G63310"
"AT1G29380",5.85488604272988e-42,5.51373500152828,0.027,0.001,1.2690465497617e-37,"procambium","AT1G29380"
"AT5G03680",4.2111481504557e-40,7.60684440591976,0.017,0,9.12766361611272e-36,"procambium","AT5G03680"
"AT1G77700",4.27428726310984e-40,5.17800110711589,0.024,0.001,9.26451764279057e-36,"procambium","AT1G77700"
"AT5G57760",7.71921394874718e-36,5.66342793428613,0.019,0,1.67313962339095e-31,"procambium","AT5G57760"
"AT2G27035",6.46358118188288e-35,6.85260082032172,0.023,0.001,1.40098122117311e-30,"procambium","AT2G27035"
"AT1G02950",1.40472766060217e-32,6.83335293572844,0.019,0.001,3.04474720435521e-28,"procambium","AT1G02950"
"AT1G53690",2.8488448256839e-31,6.2849163110324,0.015,0,6.17487115966985e-27,"procambium","AT1G53690"
"AT4G37750",4.09910220418041e-31,5.32054022076312,0.019,0.001,8.88480402756104e-27,"procambium","AT4G37750"
"AT2G11815",2.77592464139032e-27,5.50730873236885,0.014,0,6.01681666021351e-23,"procambium","AT2G11815"
"AT3G61920",4.90255797016712e-27,6.2849163110324,0.012,0,1.06262944003372e-22,"procambium","AT3G61920"
"AT3G01670",6.21317924966329e-23,5.76604300076901,0.016,0.001,1.34670660236452e-18,"procambium","AT3G01670"
"AT4G34770",4.04834650302212e-21,5.66342793428613,0.011,0,8.77479104530044e-17,"procambium","AT4G34770"
"AT2G34540",4.37026030232093e-19,5.53284382447598,0.01,0,9.47253920528061e-15,"procambium","AT2G34540"
"AT1G51020",1.29877896530867e-17,5.77034313820264,0.01,0,2.81510340730655e-13,"procambium","AT1G51020"
"AT5G67550",3.55163822050559e-14,5.41419932797736,0.01,0.001,7.69817584294586e-10,"procambium","AT5G67550"
"AT5G143301",0,6.63616437949568,0.866,0.096,0,"trichoblast","AT5G14330"
"AT1G237201",0,6.2766191851759,0.808,0.049,0,"trichoblast","AT1G23720"
"AT3G285501",0,6.329464469378,0.808,0.057,0,"trichoblast","AT3G28550"
"AT5G178201",0,5.8936327864484,0.72,0.063,0,"trichoblast","AT5G17820"
"AT1G01750",0,7.89529531745687,0.686,0.034,0,"trichoblast","AT1G01750"
"AT3G163901",0,6.9367951527141,0.681,0.039,0,"trichoblast","AT3G16390"
"AT3G54580",0,8.81577348146411,0.625,0.029,0,"trichoblast","AT3G54580"
"AT5G05500",0,9.09239749324363,0.569,0.022,0,"trichoblast","AT5G05500"
"AT3G54590",0,9.5861411768528,0.564,0.018,0,"trichoblast","AT3G54590"
"AT3G09925",0,9.24690858706237,0.56,0.018,0,"trichoblast","AT3G09925"
"AT1G53680",0,7.71629476729929,0.56,0.02,0,"trichoblast","AT1G53680"
"AT4G40090",0,9.30886674223424,0.567,0.039,0,"trichoblast","AT4G40090"
"AT3G231901",0,6.36020154812284,0.557,0.03,0,"trichoblast","AT3G23190"
"AT4G00680",0,8.98222306211028,0.54,0.02,0,"trichoblast","AT4G00680"
"AT3G62680",0,9.61703181549462,0.547,0.028,0,"trichoblast","AT3G62680"
"AT5G35190",0,9.71414529491943,0.526,0.011,0,"trichoblast","AT5G35190"
"AT5G57625",0,9.68382655542934,0.528,0.017,0,"trichoblast","AT5G57625"
"AT1G62980",0,9.25952274162802,0.506,0.011,0,"trichoblast","AT1G62980"
"AT1G30870",0,8.906190790513,0.501,0.014,0,"trichoblast","AT1G30870"
"AT2G457501",0,5.84549601922165,0.513,0.026,0,"trichoblast","AT2G45750"
"AT4G02270",0,6.54122623426614,0.53,0.045,0,"trichoblast","AT4G02270"
"AT1G12560",0,9.49742845868148,0.496,0.011,0,"trichoblast","AT1G12560"
"AT5G67400",0,9.62153219825312,0.499,0.014,0,"trichoblast","AT5G67400"
"AT2G47540",0,8.23639769587044,0.491,0.01,0,"trichoblast","AT2G47540"
"AT4G260101",0,7.48083254469753,0.523,0.048,0,"trichoblast","AT4G26010"
"AT1G12040",0,8.07209883162661,0.477,0.007,0,"trichoblast","AT1G12040"
"AT5G139901",0,7.03995797021046,0.47,0.008,0,"trichoblast","AT5G13990"
"AT5G04960",0,9.19758570862008,0.467,0.008,0,"trichoblast","AT5G04960"
"AT4G08400",0,8.90999889693785,0.46,0.005,0,"trichoblast","AT4G08400"
"AT4G25820",0,8.90422526722343,0.482,0.027,0,"trichoblast","AT4G25820"
"AT5G06640",0,9.04233728381021,0.46,0.008,0,"trichoblast","AT5G06640"
"AT5G58010",0,8.80134409742447,0.46,0.01,0,"trichoblast","AT5G58010"
"AT2G03720",0,9.0603891394146,0.457,0.007,0,"trichoblast","AT2G03720"
"AT4G34580",0,8.6264326579727,0.46,0.01,0,"trichoblast","AT4G34580"
