"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT5G24070",0,5.9448168492116,0.819,0.043,0,"LRC","AT5G24070"
"AT1G33280",0,5.94589066140823,0.792,0.04,0,"LRC","AT1G33280"
"AT5G55110",0,6.87596117791442,0.745,0.036,0,"LRC","AT5G55110"
"AT4G15350",0,5.05435387470709,0.735,0.031,0,"LRC","AT4G15350"
"AT4G10350",0,6.14996675419776,0.71,0.03,0,"LRC","AT4G10350"
"AT1G73340",0,5.72488452247368,0.689,0.03,0,"LRC","AT1G73340"
"AT1G15385",0,5.88640538518903,0.706,0.063,0,"LRC","AT1G15385"
"AT2G39350",0,5.07001752509733,0.692,0.049,0,"LRC","AT2G39350"
"AT1G14220",0,5.08426327798847,0.689,0.066,0,"LRC","AT1G14220"
"AT3G03500",0,7.01687235072388,0.66,0.038,0,"LRC","AT3G03500"
"AT1G29290",0,5.29912304045946,0.645,0.032,0,"LRC","AT1G29290"
"AT5G20045",0,6.85354694762542,0.624,0.022,0,"LRC","AT5G20045"
"AT1G16905",0,7.59095508377369,0.611,0.014,0,"LRC","AT1G16905"
"AT5G54370",0,7.38136337542176,0.645,0.049,0,"LRC","AT5G54370"
"AT1G54010",0,5.21121557721404,0.817,0.228,0,"LRC","AT1G54010"
"AT2G23630",0,6.30063893457612,0.627,0.041,0,"LRC","AT2G23630"
"AT2G43600",0,5.31339503999249,0.543,0.018,0,"LRC","AT2G43600"
"AT4G15393",0,5.97588317532882,0.537,0.021,0,"LRC","AT4G15393"
"AT1G67850",0,6.10258249506817,0.528,0.02,0,"LRC","AT1G67850"
"AT4G15300",0,5.78912068572286,0.52,0.014,0,"LRC","AT4G15300"
"AT3G04330",0,7.07842445446356,0.511,0.015,0,"LRC","AT3G04330"
"AT2G35770",0,6.52884061338388,0.506,0.012,0,"LRC","AT2G35770"
"AT4G19460",0,6.30990285612663,0.504,0.01,0,"LRC","AT4G19460"
"AT5G15940",0,5.9089658934168,0.508,0.019,0,"LRC","AT5G15940"
"AT3G04320",0,5.15169559942328,0.853,0.364,0,"LRC","AT3G04320"
"AT5G57400",0,5.78516352453757,0.505,0.018,0,"LRC","AT5G57400"
"AT1G06330",0,6.08095155888946,0.491,0.01,0,"LRC","AT1G06330"
"AT5G58784",0,6.20532397705324,0.503,0.023,0,"LRC","AT5G58784"
"AT5G60530",0,6.7332541627464,0.868,0.39,0,"LRC","AT5G60530"
"AT1G07175",0,6.04774869426149,0.501,0.025,0,"LRC","AT1G07175"
"AT1G63245",0,5.13344671895704,0.497,0.021,0,"LRC","AT1G63245"
"AT1G47620",0,5.72467883089188,0.478,0.013,0,"LRC","AT1G47620"
"AT3G49190",0,7.29980992457129,0.475,0.02,0,"LRC","AT3G49190"
"AT1G44318",0,6.06761256116924,0.466,0.013,0,"LRC","AT1G44318"
"AT5G51520",0,6.34848442325116,0.465,0.015,0,"LRC","AT5G51520"
"AT4G27400",0,7.61300610438437,0.453,0.014,0,"LRC","AT4G27400"
"AT1G17235",0,5.66417699169933,0.457,0.02,0,"LRC","AT1G17235"
"AT1G74010",0,5.58982069948572,0.429,0.011,0,"LRC","AT1G74010"
"AT1G52050",0,7.35565631284624,0.613,0.211,0,"LRC","AT1G52050"
"AT5G51310",0,5.27775716141954,0.411,0.017,0,"LRC","AT5G51310"
"AT1G50060",0,7.69903657604525,0.436,0.063,0,"LRC","AT1G50060"
"AT5G43580",0,5.18976513377023,0.753,0.382,0,"LRC","AT5G43580"
"AT1G22880",0,5.70979014527569,0.405,0.037,0,"LRC","AT1G22880"
"AT1G13480",0,5.19267826566516,0.392,0.027,0,"LRC","AT1G13480"
"AT3G56060",0,5.61403830743784,0.387,0.022,0,"LRC","AT3G56060"
"AT1G52060",0,7.18206841435432,0.617,0.272,0,"LRC","AT1G52060"
"AT5G48175",0,5.02822320234017,0.359,0.018,0,"LRC","AT5G48175"
"AT4G36110",0,6.02579435465012,0.351,0.01,0,"LRC","AT4G36110"
"AT5G23530",0,5.43408500137873,0.369,0.039,0,"LRC","AT5G23530"
"AT4G21902",0,5.21559401772461,0.34,0.011,0,"LRC","AT4G21902"
"AT1G52070",0,6.71718291146361,0.842,0.518,0,"LRC","AT1G52070"
"AT1G10480",0,5.06957995969479,0.342,0.02,0,"LRC","AT1G10480"
"AT1G16150",0,5.7093523699357,0.331,0.009,0,"LRC","AT1G16150"
"AT3G61930",0,5.21463164778014,0.335,0.015,0,"LRC","AT3G61930"
"AT3G09950",0,5.37684313901517,0.329,0.023,0,"LRC","AT3G09950"
"AT5G16240",0,5.38068638992003,0.307,0.011,0,"LRC","AT5G16240"
"AT4G22470",0,7.04202212542578,0.286,0.005,0,"LRC","AT4G22470"
"AT2G37700",0,7.41672138244051,0.273,0.003,0,"LRC","AT2G37700"
"AT2G43870",0,5.47962578528892,0.285,0.015,0,"LRC","AT2G43870"
"AT2G47245",0,5.70042202988537,0.272,0.007,0,"LRC","AT2G47245"
"AT2G23410",0,7.25938721059985,0.286,0.021,0,"LRC","AT2G23410"
"AT3G29430",0,5.12072862709505,0.272,0.009,0,"LRC","AT3G29430"
"AT1G68450",0,5.52195333324162,0.27,0.011,0,"LRC","AT1G68450"
"AT3G02110",0,5.48846302285113,0.258,0.011,0,"LRC","AT3G02110"
"AT2G21610",0,7.13644133474541,0.249,0.006,0,"LRC","AT2G21610"
"AT4G15370",0,5.18262113033166,0.249,0.008,0,"LRC","AT4G15370"
"AT1G32540",0,6.18509098479321,0.243,0.005,0,"LRC","AT1G32540"
"AT2G30220",0,6.44740637987657,0.239,0.004,0,"LRC","AT2G30220"
"AT1G02920",0,6.72023928835446,0.238,0.01,0,"LRC","AT1G02920"
"AT1G48070",0,8.10141052502737,0.226,0.004,0,"LRC","AT1G48070"
"AT5G62420",0,5.03456576702938,0.229,0.009,0,"LRC","AT5G62420"
"AT1G03070",0,5.19893458449678,0.24,0.021,0,"LRC","AT1G03070"
"AT2G25440",0,5.03801544373886,0.218,0.006,0,"LRC","AT2G25440"
"AT2G43000",0,6.61085098843109,0.217,0.005,0,"LRC","AT2G43000"
"AT1G21130",0,7.48834927063027,0.214,0.003,0,"LRC","AT1G21130"
"AT3G47760",0,6.64321001314448,0.208,0.002,0,"LRC","AT3G47760"
"AT1G28765",0,5.25586301641374,0.204,0.006,0,"LRC","AT1G28765"
"AT1G33600",0,5.68906713491779,0.196,0.005,0,"LRC","AT1G33600"
"AT2G19970",0,6.56677923006077,0.197,0.006,0,"LRC","AT2G19970"
"AT4G26880",0,7.57827711778325,0.18,0.002,0,"LRC","AT4G26880"
"AT1G16260",0,5.07276698122315,0.178,0.005,0,"LRC","AT1G16260"
"AT3G26210",0,5.39510437820664,0.178,0.005,0,"LRC","AT3G26210"
"AT3G54520",0,7.24036192287355,0.171,0.002,0,"LRC","AT3G54520"
"AT5G38780",1.24737677933345e-305,5.32590007509926,0.172,0.005,2.70368916920524e-301,"LRC","AT5G38780"
"AT3G19430",3.00154610000472e-305,7.79749605720281,0.192,0.01,6.50585117176022e-301,"LRC","AT3G19430"
"AT1G32560",1.83417095929346e-297,5.37334779014823,0.166,0.004,3.97556555426857e-293,"LRC","AT1G32560"
"AT1G08310",1.58706093951774e-283,6.95588474708445,0.155,0.003,3.43995458640471e-279,"LRC","AT1G08310"
"AT5G45810",2.96530345851687e-271,5.61503592333122,0.157,0.005,6.42729524633532e-267,"LRC","AT5G45810"
"AT1G21120",2.23481817803824e-268,5.58193019563968,0.178,0.011,4.84396840089789e-264,"LRC","AT1G21120"
"AT1G55240",1.3224847342942e-259,8.2883138616452,0.149,0.005,2.86648566158267e-255,"LRC","AT1G55240"
"AT3G20160",3.16537419861753e-258,7.75888151984367,0.145,0.004,6.86094857550351e-254,"LRC","AT3G20160"
"AT3G16440",2.42477675772095e-247,7.78324259734574,0.28,0.055,5.25570362236016e-243,"LRC","AT3G16440"
"AT3G22740",4.06548868431386e-236,6.39566740990494,0.163,0.011,8.8119467232503e-232,"LRC","AT3G22740"
"AT4G16260",2.12411189355853e-218,7.04374794272821,0.122,0.003,4.60401252928811e-214,"LRC","AT4G16260"
"AT1G50050",1.03138957096192e-211,6.83001969256065,0.123,0.004,2.23553689505996e-207,"LRC","AT1G50050"
"AT2G32610",2.3096818464919e-210,7.8973987143768,0.127,0.005,5.00623540227119e-206,"LRC","AT2G32610"
"AT5G38000",2.59081764565352e-209,5.74460738886155,0.115,0.002,5.615597246954e-205,"LRC","AT5G38000"
"AT1G23210",1.75780182594952e-208,5.21276897719801,0.127,0.005,3.81003545774559e-204,"LRC","AT1G23210"
"AT1G05010",4.00071703166554e-205,5.48922655557119,0.122,0.004,8.67155416613506e-201,"LRC","AT1G05010"
"AT5G11210",6.91286210191319e-194,5.03454325183206,0.112,0.003,1.49836286058968e-189,"LRC","AT5G11210"
"AT3G06460",3.87626738264259e-190,8.57574745927668,0.141,0.012,8.40180955187782e-186,"LRC","AT3G06460"
"AT3G45130",9.59055965004486e-179,6.66955631108035,0.099,0.002,2.07875380414722e-174,"LRC","AT3G45130"
"AT1G06090",1.21254847393949e-176,6.05447880089967,0.221,0.046,2.62819881726385e-172,"LRC","AT1G06090"
"AT4G25845",1.48296219067887e-174,6.12054469198409,0.094,0.002,3.21432054829646e-170,"LRC","AT4G25845"
"AT5G54062",7.24006828292772e-170,7.08104272733341,0.088,0.001,1.56928480032458e-165,"LRC","AT5G54062"
"AT5G54060",8.67824729597886e-164,6.82532442359471,0.085,0.001,1.88101010140342e-159,"LRC","AT5G54060"
"AT2G15220",5.62756285550508e-162,9.06557592598764,0.083,0.001,1.21977424893073e-157,"LRC","AT2G15220"
"AT1G72590",5.56732262950144e-157,6.73813985316033,0.087,0.002,1.20671717994444e-152,"LRC","AT1G72590"
"AT5G24940",7.20254112524885e-152,7.35768756468586,0.077,0,1.56115078889769e-147,"LRC","AT5G24940"
"AT4G15380",3.99966534847723e-147,5.51644802430622,0.083,0.002,8.6692746428244e-143,"LRC","AT4G15380"
"AT4G15360",2.3041789103374e-145,5.89569306486871,0.082,0.002,4.99430778815631e-141,"LRC","AT4G15360"
"AT1G79915",1.52965393082535e-140,5.62673007932113,0.079,0.002,3.31552489506395e-136,"LRC","AT1G79915"
"AT3G53720",1.89368870115721e-134,5.33722346212614,0.074,0.001,4.10457025975826e-130,"LRC","AT3G53720"
"AT4G18450",7.70118356773563e-134,7.03622120609333,0.073,0.001,1.6692315383067e-129,"LRC","AT4G18450"
"AT3G45330",5.00287056812849e-133,5.52317388749453,0.075,0.002,1.08437219564185e-128,"LRC","AT3G45330"
"AT2G32620",7.46961163123914e-127,8.01171281004422,0.087,0.005,1.61903832107108e-122,"LRC","AT2G32620"
"AT1G07180",1.57530839084085e-124,5.75960293674615,0.068,0.001,3.41448093714755e-120,"LRC","AT1G07180"
"AT5G44572",5.80612600272155e-124,6.74334990749759,0.069,0.002,1.2584778110899e-119,"LRC","AT5G44572"
"AT3G48280",1.01704014260479e-120,6.06730267070711,0.064,0.001,2.20443450909589e-116,"LRC","AT3G48280"
"AT4G13890",4.16584091198283e-116,7.62712036609231,0.079,0.005,9.02946017672278e-112,"LRC","AT4G13890"
"AT1G16120",2.40441766267888e-109,5.29363419357846,0.06,0.001,5.21157528385648e-105,"LRC","AT1G16120"
"AT1G49010",2.68011374318003e-109,5.84491024937066,0.058,0.001,5.80914653834271e-105,"LRC","AT1G49010"
"AT4G18980",1.52547396177195e-107,5.72801341515831,0.062,0.002,3.30646481214071e-103,"LRC","AT4G18980"
"AT2G34180",3.88032468429747e-107,5.66111307334679,0.063,0.002,8.41060375321478e-103,"LRC","AT2G34180"
"AT1G71140",7.53491063389325e-107,5.82754908870922,0.059,0.001,1.63319187989636e-102,"LRC","AT1G71140"
"AT1G06080",1.10318199743502e-106,7.00173726194406,0.077,0.006,2.39114697944041e-102,"LRC","AT1G06080"
"AT3G05780",4.19170462507209e-106,9.12481512936232,0.052,0,9.08551977484375e-102,"LRC","AT3G05780"
"AT1G02070",8.31066491165238e-106,7.4762874998637,0.054,0,1.80133661960065e-101,"LRC","AT1G02070"
"AT3G02430",1.16826598323934e-105,6.41465494897019,0.057,0.001,2.53221651867127e-101,"LRC","AT3G02430"
"AT3G18250",6.00579810108154e-104,5.26683413423475,0.061,0.002,1.30175673840942e-99,"LRC","AT3G18250"
"AT2G23400",1.10665787140897e-100,7.43453103478494,0.072,0.005,2.39868093627895e-96,"LRC","AT2G23400"
"AT1G62935",6.56483020044187e-100,6.51942679334689,0.056,0.001,1.42292694594578e-95,"LRC","AT1G62935"
"AT3G25950",1.21664738342517e-98,6.70312925407411,0.06,0.002,2.63708320357406e-94,"LRC","AT3G25950"
"AT4G11650",1.1221401966758e-94,6.7714545266383,0.048,0,2.4322388762948e-90,"LRC","AT4G11650"
"AT2G37540",1.56062890794322e-82,5.25330021348191,0.205,0.077,3.38266315796693e-78,"LRC","AT2G37540"
"AT5G43590",1.49643352113873e-79,6.71309036412431,0.042,0.001,3.24351965706821e-75,"LRC","AT5G43590"
"AT4G04490",4.15341128096825e-78,5.45125870537217,0.042,0.001,9.00251895149868e-74,"LRC","AT4G04490"
"AT1G05540",1.02205690072172e-77,5.08006562262902,0.045,0.001,2.21530833231433e-73,"LRC","AT1G05540"
"AT1G66030",1.37007628352743e-74,9.26683413423475,0.041,0.001,2.96964034454571e-70,"LRC","AT1G66030"
"AT3G54800",6.13502432320726e-67,7.29068087618911,0.034,0,1.32976652205517e-62,"LRC","AT3G54800"
"AT1G34490",1.31391154334412e-66,8.10621791048499,0.034,0,2.84790327019839e-62,"LRC","AT1G34490"
"AT5G39020",3.0045794873857e-66,5.66111307334679,0.035,0,6.5124260389085e-62,"LRC","AT5G39020"
"AT3G47720",4.37030612078914e-66,7.06038325676732,0.033,0,9.47263851681045e-62,"LRC","AT3G47720"
"AT2G47115",2.55936683347067e-64,8.43675913567706,0.031,0,5.54742761154767e-60,"LRC","AT2G47115"
"AT1G50090",2.64009610371005e-64,6.89132499914254,0.034,0.001,5.72240830479152e-60,"LRC","AT1G50090"
"AT2G39415",3.69918934686541e-63,5.61733138131888,0.034,0.001,8.01799290933077e-59,"LRC","AT2G39415"
"AT1G76620",5.24694255887913e-61,5.19283355279097,0.034,0.001,1.13727479963705e-56,"LRC","AT1G76620"
"AT5G44990",2.8813677724762e-56,7.19283355279097,0.028,0,6.24536464684217e-52,"LRC","AT5G44990"
"AT5G39720",1.70104161130938e-52,6.17372472984326,0.027,0,3.68700769251308e-48,"LRC","AT5G39720"
"AT1G47600",4.00915280207469e-52,8.18990902596771,0.168,0.071,8.68983869849688e-48,"LRC","AT1G47600"
"AT1G52680",8.42672011363404e-52,5.16213675556805,0.03,0.001,1.82649158463018e-47,"LRC","AT1G52680"
"AT1G34050",8.91509781315472e-51,6.12812786340315,0.028,0.001,1.93234745100129e-46,"LRC","AT1G34050"
"AT2G47120",1.69430600873829e-48,5.64534575748847,0.026,0,3.67240827394025e-44,"LRC","AT2G47120"
"AT4G26050",1.75710367322853e-48,6.2179245337538,0.028,0.001,3.80852221172284e-44,"LRC","AT4G26050"
"AT1G51470",3.72204871857505e-47,8.22137513343962,0.124,0.046,8.06754059751142e-43,"LRC","AT1G51470"
"AT5G25920",8.41949186947541e-47,5.18194523664823,0.025,0,1.8249248627088e-42,"LRC","AT5G25920"
"AT3G56891",1.60529283503192e-42,5.72626575287204,0.025,0.001,3.47947221993169e-38,"LRC","AT3G56891"
"AT4G11470",5.22628457163957e-41,7.57426265942699,0.02,0,1.13279718090288e-36,"LRC","AT4G11470"
"AT1G53370",1.22545963105787e-40,5.42295333615203,0.021,0,2.65618375031792e-36,"LRC","AT1G53370"
"AT1G11250",5.09525199189934e-38,7.75226096140499,0.018,0,1.10439586924418e-33,"LRC","AT1G11250"
"AT3G13672",1.47954011062267e-37,5.88350549468324,0.02,0,3.20690318977463e-33,"LRC","AT3G13672"
"AT1G64295",3.58411206992925e-37,7.4684679954044,0.018,0,7.76856291157164e-33,"LRC","AT1G64295"
"AT1G71380",1.6385749713059e-36,6.40433765798468,0.03,0.003,3.55161125030555e-32,"LRC","AT1G71380"
"AT3G26220",1.9827483540879e-36,6.50969065813091,0.019,0,4.29760705748553e-32,"LRC","AT3G26220"
"AT5G47850",7.14815333246626e-36,5.48922655557119,0.019,0,1.54936223481206e-31,"LRC","AT5G47850"
"AT3G60780",3.12655799352139e-34,6.55961588346259,0.017,0,6.77681445095761e-30,"LRC","AT3G60780"
"AT1G66360",6.95519344977004e-34,5.58876222912211,0.017,0,1.50753818023766e-29,"LRC","AT1G66360"
"AT2G46494",9.13647740218705e-33,5.98930015870584,0.017,0,1.98033147692404e-28,"LRC","AT2G46494"
"AT1G76610",1.62992283708136e-30,5.94490603934738,0.016,0,3.53285774937384e-26,"LRC","AT1G76610"
"AT4G22640",1.92851859705876e-28,5.70618023001648,0.054,0.016,4.18006405912485e-24,"LRC","AT4G22640"
"AT4G09420",2.46202030877913e-28,5.01529536723878,0.016,0,5.33642901927877e-24,"LRC","AT4G09420"
"AT1G33220",7.48463997226658e-28,7.15435940497633,0.013,0,1.62229571398878e-23,"LRC","AT1G33220"
"AT1G34500",1.63203964595288e-27,5.94490603934738,0.015,0,3.53744593260287e-23,"LRC","AT1G34500"
"AT1G26720",5.26826116296005e-27,8.64534575748847,0.013,0,1.14189560707159e-22,"LRC","AT1G26720"
"AT3G03510",6.47519768226213e-25,5.56939690425518,0.012,0,1.40349909763032e-20,"LRC","AT3G03510"
"AT1G74990",1.18283150684183e-24,5.35994353862623,0.015,0.001,2.56378729107967e-20,"LRC","AT1G74990"
"AT3G48343",9.15127015732087e-24,5.44740637987656,0.012,0,1.9835378065993e-19,"LRC","AT3G48343"
"AT1G62940",1.29579037786512e-23,8.01099522980516,0.011,0,2.80862564402265e-19,"LRC","AT1G62940"
"AT3G57960",2.22169012243993e-22,5.75226096140499,0.011,0,4.81551334038854e-18,"LRC","AT3G57960"
"AT3G53280",2.10272582511114e-21,5.13160675354052,0.014,0.001,4.5576582259284e-17,"LRC","AT3G53280"
"AT1G65570",5.32765602647681e-14,6.72051243197728,0.044,0.018,1.15476944373885e-09,"LRC","AT1G65570"
"AT5G14130",2.07975739550388e-11,5.17914007332835,0.011,0.002,4.50787415475467e-07,"LRC","AT5G14130"
"AT5G40330",0,5.28432892642972,0.676,0.035,0,"atrichoblast","AT5G40330"
"AT1G79840",0,5.11015445198605,0.51,0.019,0,"atrichoblast","AT1G79840"
"AT1G15180",0,5.83234029097798,0.385,0.01,0,"atrichoblast","AT1G15180"
"AT3G20360",0,7.74907918570626,0.356,0.004,0,"atrichoblast","AT3G20360"
"AT4G33220",1.21429883176577e-302,5.51850917511898,0.257,0.008,2.63199271785232e-298,"atrichoblast","AT4G33220"
"AT1G05660",1.07517818380755e-293,6.43581595194602,0.297,0.012,2.33044871340286e-289,"atrichoblast","AT1G05660"
"AT5G51490",3.18994905533164e-268,5.66559420020318,0.204,0.005,6.91421457743132e-264,"atrichoblast","AT5G51490"
"AT1G19900",2.45922019548917e-247,8.43158701770538,0.163,0.003,5.33035977372278e-243,"atrichoblast","AT1G19900"
"AT3G19320",1.49950843294438e-233,8.86589285068901,0.114,0.001,3.25018452840694e-229,"atrichoblast","AT3G19320"
"AT1G654811",9.05844145280943e-232,6.03060699588361,0.192,0.006,1.96341718489644e-227,"atrichoblast","AT1G65481"
"AT3G02240",2.25314532498888e-223,6.15465408164117,0.265,0.014,4.8836924919134e-219,"atrichoblast","AT3G02240"
"AT1G65310",8.6225765036464e-218,8.37945798630963,0.306,0.021,1.86894345716536e-213,"atrichoblast","AT1G65310"
"AT4G01890",5.6391005290907e-199,8.21952980530371,0.099,0.001,1.22227503968041e-194,"atrichoblast","AT4G01890"
"AT1G06120",7.49031647977085e-190,7.21707475055148,0.204,0.009,1.62352609699033e-185,"atrichoblast","AT1G06120"
"AT1G54870",5.14948947589907e-179,5.81257703615655,0.134,0.003,1.11615184390112e-174,"atrichoblast","AT1G54870"
"AT2G435901",2.34003443049532e-171,5.08217669546632,0.289,0.024,5.0720246280986e-167,"atrichoblast","AT2G43590"
"AT4G12550",4.32289963293982e-137,7.56540281753099,0.245,0.022,9.36988495439707e-133,"atrichoblast","AT4G12550"
"AT4G33790",1.49958453867516e-136,8.31219979131307,0.114,0.003,3.25034948757841e-132,"atrichoblast","AT4G33790"
"AT4G12545",8.73927411213306e-135,8.83059902411236,0.268,0.027,1.89423766380484e-130,"atrichoblast","AT4G12545"
"AT1G14960",1.94212180966916e-130,5.76880865613219,0.248,0.024,4.20954902245791e-126,"atrichoblast","AT1G14960"
"AT3G46400",9.42451396670074e-124,5.43779919858472,0.117,0.004,2.04276340228239e-119,"atrichoblast","AT3G46400"
"AT1G49030",3.18396810865641e-118,5.40917732016029,0.163,0.01,6.90125087551276e-114,"atrichoblast","AT1G49030"
"AT4G17470",5.83361074322622e-118,6.39640756738779,0.073,0.001,1.26443512859428e-113,"atrichoblast","AT4G17470"
"AT1G57590",2.11316138324516e-115,5.56378092287252,0.166,0.011,4.58027729818388e-111,"atrichoblast","AT1G57590"
"AT3G18200",2.77187900486354e-112,5.20822715623821,0.111,0.004,6.00804774304172e-108,"atrichoblast","AT3G18200"
"AT3G22250",3.98491292909579e-112,5.70473805887443,0.087,0.002,8.63729877381513e-108,"atrichoblast","AT3G22250"
"AT1G53830",7.71367671511961e-106,5.50963329614654,0.28,0.038,1.67193942800218e-101,"atrichoblast","AT1G53830"
"AT4G15290",4.80553093049173e-94,6.23706446459622,0.134,0.009,1.04159882918408e-89,"atrichoblast","AT4G15290"
"AT4G21750",2.16973707521389e-87,5.45085535141016,0.061,0.001,4.70290511052611e-83,"atrichoblast","AT4G21750"
"AT1G54820",3.28528628926861e-84,7.13337316155399,0.044,0,7.12085803198972e-80,"atrichoblast","AT1G54820"
"AT1G53130",1.9252744588539e-83,6.03959101523338,0.073,0.002,4.17303238956582e-79,"atrichoblast","AT1G53130"
"AT4G22666",6.34174379009092e-82,5.00028308944851,0.344,0.074,1.37457296650221e-77,"atrichoblast","AT4G22666"
"AT2G28970",5.66570851477662e-71,5.03836004669377,0.082,0.004,1.22804232057783e-66,"atrichoblast","AT2G28970"
"AT3G28750",1.79597761849512e-58,6.53246911696382,0.055,0.002,3.89278148808818e-54,"atrichoblast","AT3G28750"
"AT1G23110",1.94556495742784e-58,5.48996438844928,0.05,0.002,4.21701204522485e-54,"atrichoblast","AT1G23110"
"AT4G12170",1.08926755885532e-55,5.22940004932777,0.044,0.001,2.3609874338189e-51,"atrichoblast","AT4G12170"
"AT3G45390",2.21481828086855e-51,5.60285844485521,0.038,0.001,4.80061862378257e-47,"atrichoblast","AT3G45390"
"AT5G16030",8.99760839499331e-46,5.28093034996785,0.035,0.001,1.9502316196148e-41,"atrichoblast","AT5G16030"
"AT4G03480",7.29619216986894e-45,5.60285844485521,0.032,0.001,1.58144965281909e-40,"atrichoblast","AT4G03480"
"AT1G65483",1.23232954251125e-41,5.69596784924669,0.029,0.001,2.67107428339313e-37,"atrichoblast","AT1G65483"
"AT4G39000",2.1427152931228e-29,6.60285844485521,0.02,0,4.64433539784367e-25,"atrichoblast","AT4G39000"
"AT1G52580",3.51328484204355e-29,6.18782094557637,0.017,0,7.61504489512939e-25,"atrichoblast","AT1G52580"
"AT3G28380",3.55422724498943e-29,5.82525086619166,0.017,0,7.70378755351459e-25,"atrichoblast","AT3G28380"
"AT5G24780",3.62346890488012e-29,5.01789594413406,0.017,0,7.85386885132766e-25,"atrichoblast","AT5G24780"
"AT4G11020",7.32739628981717e-27,5.10035810432603,0.026,0.001,1.58821314581787e-22,"atrichoblast","AT4G11020"
"AT1G18970",3.01730262170453e-23,5.2402883654705,0.02,0.001,6.54000343254456e-19,"atrichoblast","AT1G18970"
"AT1G51840",2.13103179274189e-20,5.28093034996785,0.015,0,4.61901141076804e-16,"atrichoblast","AT1G51840"
"AT1G07690",3.15420884696875e-19,5.83347137299663,0.023,0.001,6.83674767580477e-15,"atrichoblast","AT1G07690"
"AT4G29285",1.91362436701288e-18,5.54841066083284,0.017,0.001,4.14778081550041e-14,"atrichoblast","AT4G29285"
"AT1G09370",5.95154969780653e-15,5.86589285068901,0.012,0,1.28999839699956e-10,"atrichoblast","AT1G09370"
"AT3G46800",6.30695980381564e-12,5.33982403902142,0.012,0.001,1.36703353747704e-07,"atrichoblast","AT3G46800"
"AT5G03170",0,9.30943583823372,0.928,0.022,0,"xylem","AT5G03170"
"AT1G68810",0,7.52615011061071,0.867,0.02,0,"xylem","AT1G68810"
"AT3G51030",0,5.31916291278912,0.911,0.08,0,"xylem","AT3G51030"
"AT5G60490",0,8.92512073771262,0.833,0.015,0,"xylem","AT5G60490"
"AT5G02640",0,6.93364864794906,0.83,0.035,0,"xylem","AT5G02640"
"AT2G04850",0,8.08432358933479,0.761,0.02,0,"xylem","AT2G04850"
"AT1G47410",0,7.44646810090449,0.723,0.029,0,"xylem","AT1G47410"
"AT5G08370",0,5.34571965701433,0.761,0.067,0,"xylem","AT5G08370"
"AT3G10080",0,8.85368517648078,0.706,0.014,0,"xylem","AT3G10080"
"AT1G20850",0,8.80754428794632,0.746,0.071,0,"xylem","AT1G20850"
"AT2G28410",0,7.12239988968097,0.66,0.02,0,"xylem","AT2G28410"
"AT4G18640",0,5.62526818338747,0.671,0.041,0,"xylem","AT4G18640"
"AT1G67510",0,5.16688145515138,0.625,0.041,0,"xylem","AT1G67510"
"AT1G71695",0,5.01763024469842,0.637,0.066,0,"xylem","AT1G71695"
"AT2G40320",0,9.1366271518335,0.556,0.007,0,"xylem","AT2G40320"
"AT2G28315",0,9.82582652712652,0.556,0.008,0,"xylem","AT2G28315"
"AT4G36160",0,7.15265257575957,0.553,0.007,0,"xylem","AT4G36160"
"AT1G63520",0,8.2668681446156,0.542,0.004,0,"xylem","AT1G63520"
"AT1G03010",0,5.484443993594,0.548,0.021,0,"xylem","AT1G03010"
"AT1G14190",0,7.86878403444055,0.501,0.005,0,"xylem","AT1G14190"
"AT1G12260",0,8.57830718241245,0.493,0.004,0,"xylem","AT1G12260"
"AT5G66300",0,6.31308612822459,0.49,0.007,0,"xylem","AT5G66300"
"AT1G27380",0,5.65997247343502,0.501,0.025,0,"xylem","AT1G27380"
"AT1G71930",0,8.35820148693261,0.47,0.005,0,"xylem","AT1G71930"
"AT1G79620",0,9.17057448375684,0.47,0.005,0,"xylem","AT1G79620"
"AT3G17600",0,5.23968915166751,0.49,0.027,0,"xylem","AT3G17600"
"AT3G55990",0,7.46060249417791,0.49,0.037,0,"xylem","AT3G55990"
"AT3G18660",0,9.58561198303568,0.444,0.003,0,"xylem","AT3G18660"
"AT5G01360",0,9.44208467165798,0.432,0.003,0,"xylem","AT5G01360"
"AT1G62981",0,9.14818187171435,0.429,0.006,0,"xylem","AT1G62981"
"AT5G44030",0,9.24896633459218,0.427,0.008,0,"xylem","AT5G44030"
"AT1G62700",0,9.28340697992121,0.415,0.002,0,"xylem","AT1G62700"
"AT2G19780",0,5.0662378239421,0.427,0.022,0,"xylem","AT2G19780"
"AT5G60650",0,8.8090045396225,0.401,0.005,0,"xylem","AT5G60650"
"AT1G23460",0,8.64566710650664,0.415,0.019,0,"xylem","AT1G23460"
"AT5G16490",0,9.38213063328745,0.403,0.009,0,"xylem","AT5G16490"
"AT3G47290",0,6.27540637317286,0.398,0.009,0,"xylem","AT3G47290"
"AT2G46570",0,8.41158258326063,0.383,0.003,0,"xylem","AT2G46570"
"AT1G26570",0,5.31953712288184,0.392,0.014,0,"xylem","AT1G26570"
"AT2G46760",0,8.69122217099628,0.383,0.005,0,"xylem","AT2G46760"
"AT5G12300",0,7.02757078162981,0.38,0.011,0,"xylem","AT5G12300"
